Måling,Dato,Ap,Høyre,Frp,SV,Sp,KrF,Venstre,MDG,Rødt,Andre,Year,Month
Respons/Aftenp. / BT,2015-11-12,32.3,22.8,18.7,4.3,5.1,4.7,5.3,4.1,1.9,0.8,2015,11
Opinion/ANB,2015-11-11,33.1,24.7,15.3,3.6,6.7,4.2,4.2,4.5,1.5,2.2,2015,11
Norfakta/Nat. / KK,2015-11-07,35.2,21.7,16.6,4.2,4.3,4.9,5.2,5.1,1.5,1.3,2015,11
Norstat/NRK,2015-11-04,35.5,23.8,13.3,3.9,6.0,5.5,4.2,3.9,1.9,1.9,2015,11
Verian/TV2,2015-11-02,37.9,23.7,12.5,3.8,6.3,5.3,3.7,3.4,2.1,1.3,2015,11
Norstat/VL,2015-12-29,33.4,23.8,19.2,3.5,4.5,6.0,3.2,3.0,1.7,1.7,2015,12
Ipsos/Dagbladet,2015-12-18,34.0,20.9,16.9,3.6,7.6,4.5,4.0,5.4,1.9,1.0,2015,12
Sentio/DN,2015-12-16,35.6,20.6,16.6,3.6,7.1,4.3,4.0,4.4,2.2,1.6,2015,12
Respons/Aftenp. / BT,2015-12-10,31.3,23.7,17.6,3.9,5.3,5.0,5.2,4.6,1.6,1.8,2015,12
Opinion/ANB,2015-12-09,35.4,21.6,18.3,3.3,6.0,4.4,3.3,3.8,1.9,1.9,2015,12
Norfakta/Nat. / KK,2015-12-07,33.5,20.7,18.2,3.5,4.7,5.1,4.5,5.3,1.9,0.0,2015,12
Norstat/NRK,2015-12-02,34.6,22.5,17.3,4.3,5.8,5.4,3.4,4.0,1.8,1.0,2015,12
Verian/TV2,2015-12-01,34.2,22.5,15.6,3.9,6.6,5.2,5.2,3.9,2.1,1.2,2015,12
Sentio/DN,2016-01-28,32.5,24.1,17.2,3.8,6.4,4.3,3.4,4.4,1.5,2.3,2016,1
Ipsos/Dagbladet,2016-01-21,37.1,22.6,15.6,3.3,6.1,4.7,4.9,2.6,2.9,0.0,2016,1
Opinion/ANB,2016-01-20,32.2,25.3,17.5,4.1,5.4,4.2,4.1,4.3,2.5,0.4,2016,1
Respons/Aftenp,2016-01-15,30.8,23.4,17.8,4.5,5.7,5.1,4.7,4.2,2.0,1.8,2016,1
Norstat/NRK,2016-01-13,29.7,25.0,16.3,4.3,6.5,5.6,5.0,4.3,1.7,1.6,2016,1
Verian/TV2,2016-01-11,33.5,24.2,15.7,3.9,5.3,5.4,5.2,3.5,2.2,1.0,2016,1
Norfakta/Nat. / KK,2016-01-09,33.4,24.5,14.8,4.4,6.2,4.5,4.1,4.5,1.2,2.3,2016,1
InFact/VG,2016-02-29,34.0,21.2,16.7,4.1,7.4,4.7,3.7,4.3,2.0,1.9,2016,2
Sentio/DN,2016-02-26,33.2,23.8,17.0,4.9,5.1,5.1,4.8,2.6,1.5,2.1,2016,2
Ipsos/Dagbladet,2016-02-18,33.8,21.4,18.2,4.2,5.9,3.8,4.5,4.9,2.5,0.7,2016,2
Opinion/ANB,2016-02-17,32.0,24.0,17.4,4.8,5.1,6.2,4.2,2.7,2.5,1.1,2016,2
Respons/Aftenp. / BT,2016-02-11,32.5,25.0,18.1,3.9,4.9,4.5,4.8,4.0,1.6,0.7,2016,2
Norstat/NRK,2016-02-11,32.4,25.1,18.0,3.0,5.8,5.5,4.2,4.4,1.1,0.4,2016,2
Norfakta/Nat. / KK,2016-02-06,31.9,26.5,16.9,4.2,4.9,4.9,4.2,3.2,2.4,0.9,2016,2
Norstat/VL,2016-02-04,33.5,25.7,14.6,4.6,4.9,5.5,3.6,3.7,2.5,1.4,2016,2
Verian/TV2,2016-02-01,33.4,25.0,14.2,3.1,5.8,6.3,4.9,3.8,2.4,1.2,2016,2
InFact/VG,2016-02-01,33.4,23.4,15.4,4.9,7.4,5.1,3.2,3.9,1.8,1.5,2016,2
Sentio/DN,2016-03-30,32.3,24.3,17.6,3.4,5.8,5.6,4.7,3.8,1.6,1.1,2016,3
Ipsos/Dagbladet,2016-03-17,32.5,26.3,14.6,3.0,7.1,4.9,4.9,3.2,3.0,0.5,2016,3
Opinion/ANB,2016-03-16,33.1,26.6,16.4,3.6,5.4,3.9,4.5,3.7,1.7,1.3,2016,3
Respons/Aftenp,2016-03-11,34.1,24.1,16.2,3.6,5.8,5.1,4.6,3.0,1.8,1.7,2016,3
Norstat/NRK,2016-03-10,31.6,24.0,18.6,4.0,6.6,4.8,4.4,2.9,1.5,1.6,2016,3
Norfakta/Nat. / KK,2016-03-05,31.4,25.3,16.9,3.7,6.4,4.6,5.1,3.1,2.2,1.3,2016,3
Norstat/VL,2016-03-03,31.2,25.9,17.1,5.7,6.3,4.9,3.6,3.0,1.5,0.0,2016,3
Verian/TV2,2016-03-01,33.6,24.8,15.8,4.0,6.1,4.7,4.4,3.2,2.0,1.5,2016,3
Sentio/DN,2016-04-29,33.4,23.5,14.7,4.4,6.9,6.1,5.2,2.3,1.7,1.8,2016,4
Ipsos/Dagbladet,2016-04-22,32.8,23.1,15.8,5.9,5.9,6.2,4.7,3.2,2.0,0.4,2016,4
Opinion/ANB,2016-04-20,32.7,26.1,16.2,4.6,6.4,5.5,3.3,2.4,0.9,1.9,2016,4
Respons/Aftenp. / BT,2016-04-15,33.7,22.8,16.7,4.3,5.2,5.5,5.1,3.9,1.0,1.8,2016,4
Norstat/NRK,2016-04-13,32.5,24.9,17.1,3.5,6.0,5.2,4.6,3.2,1.5,1.5,2016,4
Norfakta/Nat. / KK,2016-04-09,35.3,24.5,16.0,2.6,5.4,5.1,5.6,3.4,1.5,0.0,2016,4
Norstat/VL,2016-04-08,34.6,21.8,18.8,3.3,5.6,4.8,4.2,3.6,1.6,1.7,2016,4
InFact/VG,2016-04-08,33.6,22.4,15.5,4.9,7.2,5.5,3.9,3.5,1.9,1.6,2016,4
Verian/TV2,2016-04-05,35.8,24.5,16.5,4.4,6.2,3.9,3.5,3.0,1.4,0.8,2016,4
InFact/VG,2016-05-28,34.0,22.4,14.2,4.6,8.4,5.3,3.6,3.2,2.0,2.4,2016,5
Sentio/DN,2016-05-27,33.8,23.3,17.6,4.1,7.5,4.4,3.7,3.6,1.1,0.0,2016,5
Ipsos/Dagbladet,2016-05-27,34.8,22.6,12.6,4.5,6.5,5.5,5.1,3.7,2.8,1.8,2016,5
Opinion/ANB,2016-05-18,31.3,25.4,14.5,3.4,6.2,6.4,3.9,4.2,2.5,2.2,2016,5
Respons/Aftenp,2016-05-13,33.5,25.5,15.3,3.9,5.5,5.8,4.9,3.3,1.4,0.9,2016,5
Norstat/NRK,2016-05-10,32.1,24.3,15.1,5.1,6.5,5.3,5.3,2.5,2.4,1.3,2016,5
Norfakta/Nat. / KK,2016-05-07,36.0,20.5,17.4,3.7,6.1,5.0,4.9,2.2,2.5,0.0,2016,5
Norstat/VL,2016-05-06,30.8,26.1,17.3,4.5,6.5,5.2,4.7,2.1,2.0,0.8,2016,5
Verian/TV2,2016-05-02,35.9,25.1,15.6,2.6,6.3,4.6,3.8,3.0,1.8,1.4,2016,5
Norstat/VL,2016-06-30,35.3,23.0,15.6,4.6,6.8,4.4,3.5,4.2,1.2,1.3,2016,6
Sentio/DN,2016-06-28,32.3,23.2,17.5,3.3,5.9,6.1,4.3,4.5,1.4,1.5,2016,6
Ipsos/Dagbladet,2016-06-26,30.7,25.3,16.2,3.7,6.7,5.0,4.3,3.5,2.0,2.5,2016,6
Opinion/ANB,2016-06-15,35.3,24.4,14.5,4.4,5.4,5.2,3.5,3.2,2.6,1.5,2016,6
Norfakta/Nat. / KK,2016-06-11,35.0,23.0,14.9,5.0,6.8,5.1,5.4,3.2,1.0,0.0,2016,6
Respons/Aftenp. / BT,2016-06-10,32.5,24.6,17.1,4.2,6.1,5.0,4.6,2.8,2.1,1.0,2016,6
Norstat/NRK,2016-06-08,34.5,21.5,16.6,4.2,7.1,4.8,4.2,2.8,1.8,2.5,2016,6
Verian/TV2,2016-06-06,34.9,23.9,14.7,4.5,5.9,4.1,4.8,4.1,2.2,0.7,2016,6
Norstat/VL,2016-06-03,36.6,20.9,15.9,5.7,5.2,5.4,4.1,3.4,1.1,1.8,2016,6
Norfakta/Nat. / KK,2016-07-09,30.4,25.9,15.1,3.6,7.7,5.0,4.7,3.0,1.8,0.0,2016,7
Verian/TV2,2016-07-04,32.2,24.9,14.9,4.7,7.0,5.1,4.5,2.6,2.9,1.1,2016,7
Sentio/DN,2016-08-29,36.8,21.6,15.2,3.0,7.5,4.5,4.7,3.3,1.7,1.8,2016,8
Ipsos/Dagbladet,2016-08-29,34.1,24.3,16.4,4.4,6.3,4.4,3.8,3.5,1.5,1.4,2016,8
Respons/Aftenp. / BT,2016-08-18,36.1,24.7,13.7,4.2,5.5,5.2,4.7,2.6,1.2,2.1,2016,8
Norstat/NRK,2016-08-17,34.4,24.2,15.4,4.2,7.1,4.5,3.3,3.0,1.5,2.5,2016,8
Opinion/ANB,2016-08-11,36.4,25.4,14.5,2.6,6.4,5.0,4.6,2.4,1.7,1.0,2016,8
Verian/TV2,2016-08-08,34.0,27.1,13.2,4.4,6.1,4.6,3.8,3.4,1.8,1.6,2016,8
Norfakta/Nat. / KK,2016-08-06,36.2,26.4,12.2,3.9,6.9,5.0,3.7,3.5,1.3,0.8,2016,8
Norstat/VL,2016-09-29,34.6,26.3,13.7,2.8,6.7,4.3,3.4,3.5,2.0,2.8,2016,9
Ipsos/Dagbladet,2016-09-26,34.4,23.7,14.4,5.4,7.9,4.3,4.3,3.2,2.0,0.3,2016,9
Sentio/DN,2016-09-23,38.4,22.9,14.7,4.4,7.4,4.4,3.7,1.8,1.1,1.2,2016,9
Respons/Aftenp. / BT,2016-09-17,33.7,24.7,14.9,3.6,5.7,5.2,5.2,3.8,1.4,1.8,2016,9
Opinion/ANB,2016-09-14,37.5,24.2,11.4,3.3,6.7,6.0,4.4,3.3,2.0,1.1,2016,9
InFact/VG,2016-09-11,32.3,22.7,13.2,5.9,8.8,7.1,3.3,2.1,2.1,2.4,2016,9
Norfakta/Nat. / KK,2016-09-10,33.8,27.1,15.1,3.3,6.5,3.8,4.6,2.9,1.0,2.0,2016,9
Norstat/NRK,2016-09-07,33.7,25.0,16.2,3.7,6.9,4.3,4.5,3.1,1.7,0.9,2016,9
Verian/TV2,2016-09-05,33.6,26.9,14.8,4.2,7.4,3.7,4.9,2.1,1.9,0.7,2016,9
Norstat/VL,2016-09-01,34.3,24.8,16.5,4.1,6.7,4.9,4.5,1.6,1.5,1.1,2016,9
Norstat/VL,2016-10-27,38.4,21.9,17.1,3.1,6.2,4.3,4.0,1.7,1.8,1.5,2016,10
Ipsos/Dagbladet,2016-10-24,36.3,25.3,12.8,4.3,6.4,4.7,4.5,2.6,2.3,0.7,2016,10
Sentio/DN,2016-10-20,36.2,25.8,13.3,3.2,7.2,4.7,3.0,2.6,2.4,1.5,2016,10
Respons/Aftenp. / BT,2016-10-13,35.8,23.5,14.0,3.7,7.0,4.4,5.1,3.3,1.9,1.3,2016,10
InFact/VG,2016-10-12,38.3,21.7,11.5,4.2,8.5,5.1,4.8,2.5,1.5,1.9,2016,10
Opinion/ANB,2016-10-12,36.8,26.0,12.9,3.7,6.6,3.7,4.5,1.9,2.3,1.5,2016,10
Norfakta/Nat. / KK,2016-10-10,38.5,23.3,12.9,4.2,5.5,4.7,4.6,2.9,1.5,1.8,2016,10
Norstat/NRK,2016-10-05,33.9,26.2,14.1,3.9,7.2,4.2,4.0,3.9,0.9,1.7,2016,10
Verian/TV2,2016-10-03,34.9,27.1,12.8,4.2,6.0,4.7,4.3,2.4,1.9,1.9,2016,10
Norstat/VL,2016-11-24,34.7,24.8,13.7,3.4,7.6,4.5,4.7,2.5,1.6,2.4,2016,11
Ipsos/Dagbladet,2016-11-19,35.6,24.8,14.1,3.7,6.3,4.0,4.5,3.5,3.1,0.4,2016,11
Sentio/DN,2016-11-18,38.4,23.5,10.4,3.8,7.7,5.9,3.5,3.4,1.3,2.1,2016,11
InFact/VG,2016-11-18,38.1,19.7,12.1,4.4,8.8,5.4,4.2,3.6,2.0,1.7,2016,11
Respons/Aftenp,2016-11-11,33.7,24.1,12.4,4.5,7.0,5.5,6.6,2.3,2.1,1.8,2016,11
Opinion/ANB,2016-11-09,36.0,24.9,9.9,4.2,7.8,5.5,4.5,3.3,2.4,1.5,2016,11
Norfakta/Nat. / KK,2016-11-05,34.6,24.9,14.2,4.1,6.1,4.9,6.0,1.8,1.6,1.8,2016,11
Norstat/NRK,2016-11-02,37.4,23.5,13.6,4.9,6.6,5.0,4.0,2.5,1.4,1.2,2016,11
Verian/TV2,2016-11-01,38.0,23.7,11.9,5.7,5.3,4.8,3.6,3.1,2.3,1.5,2016,11
Norstat/VL,2016-12-22,34.1,22.0,15.7,4.2,6.3,6.2,3.8,2.9,2.1,2.6,2016,12
Sentio/DN,2016-12-16,36.8,23.3,13.7,3.6,8.0,4.8,3.5,2.8,1.9,1.6,2016,12
Ipsos/Dagbladet,2016-12-16,37.8,23.3,13.0,3.4,6.8,4.0,4.8,2.9,1.5,2.1,2016,12
Norfakta/Nat. / KK,2016-12-10,38.7,21.6,14.1,5.1,7.3,5.2,2.7,2.3,1.5,1.6,2016,12
Respons/Aftenp / BT / Adressa,2016-12-08,34.1,24.9,14.2,4.5,7.5,4.4,4.7,2.4,2.2,1.1,2016,12
Opinion/ANB,2016-12-07,35.8,24.7,13.4,4.3,6.4,5.2,4.1,2.4,2.4,1.3,2016,12
Verian/TV2,2016-12-05,37.2,23.0,13.3,3.9,6.0,4.3,4.0,4.5,1.7,2.1,2016,12
InFact/VG,2016-12-02,36.9,19.9,12.0,4.8,8.4,5.2,4.5,3.5,2.6,2.1,2016,12
Norstat/NRK,2016-12-01,33.8,25.0,16.5,5.0,7.2,4.2,4.1,1.7,1.3,1.1,2016,12
Ipsos/Dagbladet,2017-01-28,35.3,22.9,14.8,5.0,8.0,4.9,3.7,2.9,1.5,1.0,2017,1
Sentio/DN,2017-01-27,35.7,22.8,12.1,5.1,9.3,5.4,4.3,1.6,2.7,1.0,2017,1
Opinion/ANB,2017-01-18,34.0,23.3,16.3,3.6,8.3,5.6,3.7,2.7,2.0,0.6,2017,1
Respons/Aftenp,2017-01-14,35.3,23.3,15.4,3.1,7.1,5.0,4.1,2.4,2.6,1.7,2017,1
Norstat/NRK,2017-01-11,36.1,24.5,15.2,4.1,6.1,5.1,3.9,2.4,1.5,1.1,2017,1
InFact/VG,2017-01-11,36.9,20.9,12.0,4.7,8.9,5.4,3.2,3.2,2.2,2.6,2017,1
Verian/TV2,2017-01-10,32.7,24.5,13.6,4.7,8.4,5.3,4.9,1.9,2.6,1.4,2017,1
Norfakta/Nat. / KK,2017-01-07,37.8,25.3,11.8,4.2,6.2,4.8,4.2,2.6,1.9,1.1,2017,1
Ipsos/Dagbladet,2017-02-24,31.6,23.8,14.1,3.8,11.4,5.2,3.5,2.2,3.0,1.2,2017,2
Sentio/DN,2017-02-23,30.2,23.7,14.1,3.9,11.4,5.3,5.3,2.2,1.7,2.1,2017,2
Opinion/ANB,2017-02-16,33.5,23.2,14.2,4.0,9.6,4.4,4.0,2.6,3.3,1.2,2017,2
Norfakta/Nat. / KK,2017-02-11,33.9,25.0,12.7,3.7,9.6,5.6,3.9,2.4,1.6,1.5,2017,2
Respons/Aftenp / BT / Adressa,2017-02-10,34.8,24.4,13.4,4.3,9.1,4.6,3.8,2.3,1.8,1.5,2017,2
Norstat/NRK,2017-02-08,33.0,24.6,13.0,5.1,8.6,5.8,3.4,3.1,1.1,2.3,2017,2
Verian/TV2,2017-02-08,33.2,22.1,15.7,3.9,9.9,3.8,3.9,3.8,2.0,1.6,2017,2
InFact/VG,2017-02-06,33.0,21.0,13.2,4.8,10.2,5.4,4.4,3.3,2.4,2.1,2017,2
Norstat/VL,2017-02-02,34.3,22.6,16.0,3.8,8.6,4.2,3.5,3.6,1.9,1.6,2017,2
Ipsos/Dagbladet,2017-03-31,30.9,25.3,10.6,3.9,13.4,5.3,4.2,2.4,2.5,1.6,2017,3
Norstat/VL,2017-03-30,30.8,20.6,15.8,5.0,14.3,4.5,2.7,2.5,2.5,1.3,2017,3
Sentio/DN,2017-03-23,34.1,22.7,10.8,4.2,12.3,5.0,3.9,3.6,2.8,0.7,2017,3
InFact/Sp,2017-03-21,33.7,20.1,11.1,4.2,14.3,5.1,4.3,2.7,2.8,1.8,2017,3
Opinion/ANB,2017-03-16,29.5,26.3,14.3,5.4,9.7,5.5,3.8,2.2,1.5,1.9,2017,3
Norfakta/Nat. / KK,2017-03-11,34.4,25.3,12.6,4.2,8.9,4.2,3.3,2.5,2.7,2.0,2017,3
InFact/VG,2017-03-10,35.6,20.8,11.1,4.3,11.0,4.9,5.1,3.1,1.8,2.3,2017,3
Respons/Aftenp,2017-03-09,32.0,24.8,11.4,4.6,10.7,5.4,3.7,3.5,2.6,1.3,2017,3
Verian/TV2,2017-03-09,32.5,23.7,13.2,4.7,11.1,5.4,3.6,2.1,2.5,1.4,2017,3
Norstat/NRK,2017-03-09,32.8,22.4,14.4,4.4,10.9,4.6,3.9,2.1,2.0,2.5,2017,3
Norstat/VL,2017-03-02,31.2,23.8,13.2,3.4,10.9,5.4,3.9,2.7,3.2,2.3,2017,3
Sentio/DN,2017-04-29,32.8,25.1,11.4,4.1,13.1,4.5,3.1,2.5,2.0,1.3,2017,4
Ipsos/Dagbladet,2017-04-28,33.5,21.9,12.9,4.5,11.1,4.9,4.3,2.4,3.9,0.6,2017,4
Opinion/ANB,2017-04-19,30.5,25.1,13.1,4.8,11.3,4.2,4.3,2.5,2.0,2.1,2017,4
InFact/VG,2017-04-13,31.7,19.3,12.9,4.9,13.5,6.0,3.7,3.0,2.5,2.4,2017,4
Norfakta/Nat. / KK,2017-04-10,32.2,23.8,14.3,3.8,10.7,3.8,3.6,2.8,2.7,2.2,2017,4
Verian/TV2,2017-04-06,28.9,24.2,12.1,4.7,15.8,3.9,3.2,3.1,1.7,1.9,2017,4
Respons/Aftenp / BT / Adressa,2017-04-06,30.5,23.6,13.2,5.4,11.5,5.7,3.6,2.6,2.3,1.6,2017,4
Norstat/NRK,2017-04-04,33.4,23.7,12.3,4.7,11.3,5.1,3.7,2.6,1.5,1.6,2017,4
Sentio/DN,2017-05-26,30.9,24.1,11.0,4.3,15.3,3.8,3.2,3.1,2.8,1.6,2017,5
Ipsos/Dagbladet,2017-05-26,31.2,24.2,14.3,3.9,9.2,5.2,4.3,2.7,2.5,2.5,2017,5
Opinion/ANB,2017-05-19,29.4,21.8,15.1,4.1,12.1,5.5,2.9,3.1,3.8,2.1,2017,5
Respons/Aftenp.,2017-05-11,30.9,23.9,16.1,3.8,11.4,4.4,3.4,2.6,2.1,1.4,2017,5
Verian/TV2,2017-05-11,33.1,23.6,11.6,4.4,15.0,3.7,2.8,2.1,1.7,1.6,2017,5
Norstat/NRK,2017-05-10,32.0,24.0,12.8,4.4,11.2,5.2,3.2,2.6,2.2,2.4,2017,5
InFact/VG,2017-05-06,32.6,21.6,11.2,4.4,12.7,5.5,3.9,3.0,3.0,2.0,2017,5
Norfakta/Nat. / KK,2017-05-06,33.7,23.9,13.0,3.7,11.0,5.0,3.2,2.9,2.3,1.4,2017,5
Norstat/VL,2017-05-05,32.6,24.3,11.7,4.5,12.8,4.3,2.1,3.0,3.3,1.4,2017,5
Norstat/VL,2017-06-29,30.6,23.3,15.2,4.3,11.7,4.1,3.4,3.9,1.8,1.7,2017,6
Ipsos/Dagbladet,2017-06-23,31.7,23.1,12.8,4.7,12.2,3.9,4.0,3.2,3.3,1.2,2017,6
Sentio/DN,2017-06-22,30.3,24.2,11.6,4.3,11.3,4.8,3.6,3.9,3.3,2.8,2017,6
Verian/TV2,2017-06-20,32.2,22.3,13.7,3.5,14.5,4.5,2.8,2.1,2.6,1.9,2017,6
Respons/Aftenp. / BT,2017-06-16,31.7,24.1,14.0,4.8,9.8,4.7,3.5,3.1,2.3,2.0,2017,6
Opinion/ANB,2017-06-15,32.6,23.1,12.0,4.1,12.8,5.3,3.5,3.8,1.6,1.3,2017,6
Norfakta/Nat. / KK,2017-06-12,28.5,25.5,14.4,4.7,12.1,4.4,3.0,3.2,2.5,1.8,2017,6
InFact/VG,2017-06-09,32.3,20.5,12.5,4.5,11.8,4.8,3.2,3.6,3.5,3.3,2017,6
Norstat/NRK,2017-06-08,33.0,23.7,14.0,4.3,11.6,4.4,3.4,2.8,1.2,1.6,2017,6
InFact/LF,2017-06-08,34.8,21.2,10.9,4.6,12.8,4.8,3.0,2.8,2.5,2.6,2017,6
Norstat/VL,2017-06-01,31.0,22.7,15.9,3.4,12.5,4.2,3.1,2.9,1.7,2.5,2017,6
InFact/VG,2017-07-09,31.9,21.1,11.9,4.5,13.0,4.6,3.5,4.1,2.8,2.7,2017,7
Norfakta/Nat. / KK,2017-07-08,32.2,22.9,14.7,4.6,9.7,5.2,3.3,3.9,1.8,1.7,2017,7
InFact/VG,2017-08-31,29.0,21.5,13.0,6.6,11.2,5.5,3.4,4.8,3.1,2.0,2017,8
Verian/TV2,2017-08-31,27.1,25.0,14.9,5.3,11.1,4.1,3.8,3.2,3.3,2.4,2017,8
Respons/Aftenp / BT / Adressa,2017-08-31,26.1,23.9,16.6,6.2,8.8,5.4,4.9,4.7,2.4,1.0,2017,8
Norstat/VL,2017-08-31,25.6,24.2,16.7,5.2,10.3,4.9,3.1,5.2,3.8,1.7,2017,8
Verian/TV2,2017-08-30,26.7,24.7,15.4,5.9,11.1,4.2,3.6,3.5,2.8,2.0,2017,8
Norstat/NRK,2017-08-29,24.4,25.7,15.0,6.1,10.6,6.0,3.3,4.2,2.7,2.0,2017,8
Verian/TV2,2017-08-29,25.7,25.1,16.3,6.5,10.4,4.2,3.9,3.6,2.6,1.7,2017,8
Verian/TV2,2017-08-28,26.5,24.0,16.0,6.5,11.2,4.0,3.7,3.9,2.6,1.6,2017,8
Verian/TV2,2017-08-27,26.8,24.2,16.7,5.7,11.2,3.7,3.1,4.6,2.9,1.2,2017,8
Ipsos/Dagbladet,2017-08-25,29.5,23.3,15.0,5.9,10.0,4.4,3.4,2.6,3.8,2.1,2017,8
Verian/TV2,2017-08-24,27.9,23.3,15.4,5.5,12.1,3.2,3.2,4.7,3.1,1.5,2017,8
InFact/VG,2017-08-24,27.6,22.2,12.0,6.6,12.0,5.3,3.6,4.9,3.6,2.3,2017,8
Respons/Aftenp / BT / Adressa,2017-08-24,27.3,25.1,15.5,4.5,10.8,4.5,3.7,3.9,3.2,1.5,2017,8
Norstat/NRK,2017-08-23,29.0,22.4,14.2,5.5,9.5,5.1,4.0,4.4,2.7,3.1,2017,8
Sentio/DN,2017-08-22,27.0,24.2,13.1,5.1,11.1,5.3,4.1,6.1,2.5,1.6,2017,8
Verian/TV2,2017-08-20,28.4,23.8,12.7,6.4,10.5,5.3,3.5,3.4,3.8,2.2,2017,8
InFact/VG,2017-08-19,30.5,21.9,12.1,5.6,10.9,5.2,4.1,3.9,3.7,2.4,2017,8
Verian/TV2,2017-08-15,30.3,21.5,13.7,3.6,12.6,3.9,4.4,3.1,4.7,2.1,2017,8
Norstat/NRK,2017-08-15,27.1,23.8,16.7,5.2,9.2,5.0,3.9,4.6,1.8,2.7,2017,8
Respons/Aftenp / BT / Adressa,2017-08-11,28.1,24.8,13.6,6.4,10.1,5.1,3.6,3.7,2.7,1.9,2017,8
Opinion/ANB,2017-08-10,30.0,24.9,12.3,4.1,10.8,6.0,3.2,4.3,2.9,1.5,2017,8
Norfakta/Nat. / KK,2017-08-05,31.9,26.1,13.8,4.6,9.5,4.7,3.1,2.1,1.8,2.5,2017,8
InFact/VG,2017-08-04,30.0,22.7,12.6,5.2,11.9,5.2,3.2,3.6,3.2,2.3,2017,8
Ipsos/Dagbladet,2017-09-29,26.1,24.4,14.4,7.4,10.2,3.9,5.4,3.3,2.7,2.3,2017,9
Norstat/VL,2017-09-28,24.9,25.1,15.0,7.3,11.3,3.2,4.7,2.8,3.7,1.9,2017,9
Sentio/DN,2017-09-21,26.2,26.8,14.7,6.4,11.4,3.9,3.9,3.3,2.4,0.9,2017,9
Verian/TV2,2017-09-09,28.1,23.8,14.6,5.6,10.2,4.4,4.6,3.9,3.1,1.7,2017,9
Norstat/Norstat,2017-09-08,27.2,23.9,14.8,6.7,10.0,4.6,3.2,4.4,3.0,2.2,2017,9
Verian/TV2,2017-09-08,28.6,23.4,15.2,5.5,10.5,4.3,3.9,4.0,3.3,1.3,2017,9
Opinion/ANB,2017-09-08,26.4,25.9,15.3,6.0,8.6,3.4,2.5,5.7,4.9,1.3,2017,9
InFact/VG,2017-09-08,28.0,21.5,12.6,8.1,10.7,4.7,5.2,4.4,3.3,1.5,2017,9
Norfakta/Nat. / KK,2017-09-08,26.3,25.8,13.8,5.0,10.5,5.3,4.2,4.5,3.1,0.0,2017,9
Verian/TV2,2017-09-07,28.1,23.4,15.2,5.7,10.1,5.0,4.1,3.7,3.0,1.8,2017,9
Ipsos/Dagbladet,2017-09-07,27.2,23.2,15.3,6.2,9.4,4.2,4.7,4.4,3.5,2.1,2017,9
Respons/Aftenp / BT / Adressa,2017-09-07,25.6,24.7,14.3,7.3,9.9,5.5,4.5,2.7,3.1,2.4,2017,9
Verian/TV2,2017-09-06,27.0,24.8,14.8,5.7,10.3,4.5,4.3,3.7,2.9,2.0,2017,9
Norstat/NRK,2017-09-06,25.8,24.2,17.0,5.9,9.6,4.5,3.5,4.6,3.2,1.6,2017,9
Verian/TV2,2017-09-05,27.5,24.4,14.7,5.7,9.6,4.4,4.7,3.4,3.6,2.0,2017,9
InFact/VG,2017-09-05,29.3,23.4,12.8,5.5,10.0,5.1,3.9,3.9,3.8,2.3,2017,9
Verian/TV2,2017-09-04,26.5,24.5,14.3,5.1,10.9,4.4,4.8,3.8,3.4,2.2,2017,9
Verian/TV2,2017-09-03,26.1,26.1,14.7,4.8,11.0,3.8,4.3,3.5,3.6,2.2,2017,9
Ipsos/Dagbladet,2017-10-27,27.4,25.8,13.5,5.9,10.9,3.7,3.8,2.9,3.4,2.7,2017,10
Norstat/VL,2017-10-27,26.5,25.6,13.7,6.5,10.7,4.1,4.9,3.2,3.2,1.6,2017,10
Sentio/DN,2017-10-20,25.2,25.2,14.6,7.3,10.2,3.2,4.6,4.9,3.1,1.8,2017,10
Opinion/ANB,2017-10-12,25.8,26.7,14.9,6.0,10.6,4.1,4.1,4.8,2.2,0.8,2017,10
Verian/TV2,2017-10-09,25.4,29.2,13.1,6.4,9.3,3.2,4.8,3.4,3.7,1.6,2017,10
Norfakta/Nat. / KK,2017-10-07,25.8,27.6,13.4,6.5,11.4,4.4,3.4,3.6,1.8,0.0,2017,10
Norstat/NRK,2017-10-04,26.4,25.6,14.3,7.5,10.6,3.9,4.2,3.0,2.5,1.9,2017,10
Norstat/VL,2017-11-25,27.1,26.1,16.1,7.0,9.3,4.0,3.8,2.9,2.9,0.8,2017,11
Ipsos/Dagbladet,2017-11-24,27.9,25.0,15.9,5.4,8.6,3.8,4.8,3.9,2.8,1.9,2017,11
Sentio/DN,2017-11-16,25.6,28.2,13.2,6.7,10.9,4.0,3.9,2.8,3.0,1.7,2017,11
Verian/TV2,2017-11-14,25.3,26.9,12.7,7.4,11.5,3.1,5.9,1.9,3.9,1.4,2017,11
Norfakta/Nat. / KK,2017-11-11,26.6,27.0,14.6,7.3,10.5,3.2,3.7,1.9,3.3,0.0,2017,11
Opinion/ANB,2017-11-09,25.1,25.7,14.9,7.3,11.2,4.0,4.3,3.8,2.8,0.9,2017,11
Norstat/NRK,2017-11-02,26.0,25.9,14.5,7.5,11.7,4.2,3.7,2.7,2.4,1.5,2017,11
Ipsos/Dagbladet,2017-12-22,26.3,26.5,13.7,8.0,10.1,4.3,4.8,2.6,1.9,1.9,2017,12
